genome,lifestyle,family1,family2,family3,family4,family5,family6,family7,family8,family9,family10,family11,family12,family13,family14,family15,family16,family17,family18,family19,family20,family21,family22,family23,family24,family25,family26,family27,family28,family29,family30,family31,family32,family33,family34,family35,family36,family37,family38,family39,family40,family41,family42,family43,family44,family45,family46,family47,family48,family49,family50,family51,family52,family53,family54,family55,family56,family57,family58,family59,family60,family61,family62,family63,family64,family65,family66,family67,family68,family69,family70,family71,family72,family73,family74,family75,family76,family77,family78,family79,family80,family81,family82,family83,family84,family85,family86,family87,family88,family89,family90,family91,family92,family93,family94,family95,family96,family97,family98,family99,family100,family101,family102,family103,family104,family105,family106,family107,family108,family109,family110,family111,family112,family113,family114,family115,family116,family117,family118,family119,family120,family121,family122,family123,family124,family125,family126,family127,family128,family129,family130,family131,family132,family133,family134,family135,family136,family137,family138,family139,family140,family141,family142,family143,family144,family145,family146,family147,family148,family149,family150,family151,family152,family153,family154,family155,family156,family157,family158,family159,family160,family161,family162,family163,family164,family165,family166,family167,family168,family169,family170,family171,family172,family173,family174,family175,family176,family177,family178,family179,family180,family181,family182,family183,family184,family185,family186,family187,family188,family189,family190,family191,family192,family193,family194,family195,family196,family197,family198,family199,family200,family201,family202,family203,family204,family205,family206,family207,family208,family209,family210,family211,family212,family213,family214,family215,family216,family217,family218,family219,family220,family221,family222,family223,family224,family225,family226,family227,family228,family229,family230,family231,family232,family233,family234,family235,family236,family237,family238,family239,family240,family241,family242,family243,family244,family245,family246,family247,family248,family249,family250,family251,family252,family253,family254,family255,family256,family257,family258,family259,family260,family261,family262,family263,family264,family265,family266,family267,family268,family269,family270,family271,family272,family273,family274,family275,family276,family277,family278,family279,family280,family281,family282,family283,family284,family285,family286,family287,family288,family289,family290,family291,family292,family293,family294,family295,family296,family297,family298,family299
genome61,C,0.0,5.0,7.0,6.0,4.0,2.0,2.0,0.0,2.0,9.0,8.0,5.0,2.0,8.0,10.0,7.0,7.0,4.0,7.0,7.0,5.0,4.0,2.0,4.0,9.0,7.0,2.0,8.0,10.0,8.0,8.0,9.0,1.0,9.0,7.0,0.0,1.0,9.0,9.0,2.0,7.0,7.0,1.0,8.0,6.0,0.0,6.0,10.0,3.0,9.0,8.0,8.0,7.0,3.0,3.0,5.0,4.0,10.0,5.0,6.0,5.0,2.0,1.0,3.0,2.0,10.0,9.0,3.0,9.0,4.0,9.0,5.0,2.0,2.0,3.0,6.0,7.0,2.0,1.0,2.0,3.0,5.0,5.0,6.0,9.0,9.0,8.0,3.0,10.0,3.0,9.0,6.0,4.0,6.0,0.0,4.0,5.0,8.0,3.0,9.0,9.0,1.0,3.0,5.0,0.0,3.0,1.0,0.0,10.0,2.0,2.0,0.0,0.0,7.0,4.0,4.0,2.0,7.0,10.0,3.0,10.0,2.0,10.0,9.0,4.0,6.0,10.0,6.0,3.0,7.0,6.0,0.0,6.0,1.0,6.0,7.0,0.0,0.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,8.0,1.0,7.0,1.0,5.0,6.0,5.0,0.0,5.0,3.0,10.0,5.0,10.0,8.0,7.0,9.0,7.0,10.0,10.0,5.0,8.0,2.0,5.0,6.0,3.0,8.0,6.0,0.0,1.0,6.0,5.0,1.0,5.0,6.0,7.0,0.0,10.0,1.0,8.0,2.0,10.0,0.0,3.0,5.0,7.0,6.0,9.0,6.0,0.0,10.0,9.0,6.0,7.0,3.0,3.0,10.0,2.0,5.0,2.0,1.0,6.0,1.0,4.0,2.0,2.0,3.0,2.0,5.0,10.0,3.0,8.0,5.0,8.0,4.0,1.0,10.0,1.0,7.0,0.0,9.0,4.0,4.0,1.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,1.0,1.0,9.0,6.0,10.0,7.0,0.0,3.0,0.0,10.0,4.0,8.0,4.0,6.0,8.0,7.0,8.0,7.0,10.0,10.0,3.0,3.0,1.0,3.0,3.0,10.0,9.0,0.0,2.0,6.0,0.0,6.0,4.0,5.0,4.0,10.0,7.0,9.0,10.0,0.0,4.0,4.0,0.0,2.0,3.0,2.0,8.0,1.0,6.0,4.0,4.0,8.0,0.0,9.0,8.0,8.0,7.0,0.0,10.0,0.0,9.0
genome62,E,5.0,2.0,3.0,9.0,6.0,4.0,10.0,5.0,3.0,10.0,4.0,6.0,7.0,9.0,4.0,1.0,10.0,3.0,8.0,8.0,2.0,3.0,8.0,4.0,8.0,6.0,5.0,3.0,9.0,10.0,5.0,6.0,7.0,9.0,4.0,7.0,10.0,7.0,2.0,3.0,2.0,9.0,4.0,3.0,3.0,9.0,5.0,7.0,3.0,4.0,8.0,2.0,2.0,7.0,3.0,5.0,7.0,3.0,3.0,8.0,8.0,4.0,0.0,9.0,1.0,1.0,4.0,0.0,1.0,10.0,2.0,4.0,1.0,10.0,6.0,7.0,9.0,10.0,1.0,4.0,1.0,7.0,1.0,9.0,5.0,10.0,0.0,2.0,5.0,0.0,3.0,6.0,9.0,6.0,6.0,1.0,8.0,5.0,7.0,9.0,10.0,2.0,3.0,3.0,0.0,1.0,8.0,2.0,6.0,9.0,6.0,0.0,9.0,2.0,1.0,1.0,3.0,6.0,8.0,5.0,2.0,10.0,4.0,4.0,0.0,0.0,7.0,9.0,3.0,5.0,8.0,0.0,0.0,0.0,8.0,8.0,8.0,2.0,5.0,8.0,6.0,5.0,5.0,1.0,10.0,5.0,4.0,3.0,2.0,8.0,10.0,6.0,9.0,3.0,6.0,2.0,4.0,10.0,5.0,4.0,10.0,6.0,2.0,1.0,1.0,3.0,0.0,9.0,3.0,7.0,10.0,1.0,4.0,1.0,0.0,0.0,9.0,3.0,0.0,6.0,3.0,9.0,0.0,7.0,6.0,6.0,0.0,1.0,1.0,5.0,10.0,7.0,7.0,9.0,0.0,3.0,10.0,2.0,3.0,9.0,2.0,6.0,5.0,5.0,10.0,3.0,8.0,4.0,10.0,2.0,10.0,10.0,5.0,0.0,2.0,1.0,7.0,1.0,6.0,9.0,6.0,0.0,9.0,4.0,0.0,8.0,6.0,3.0,8.0,9.0,3.0,1.0,3.0,4.0,1.0,4.0,1.0,6.0,3.0,3.0,1.0,6.0,10.0,0.0,10.0,1.0,4.0,2.0,1.0,5.0,1.0,4.0,3.0,0.0,6.0,6.0,6.0,1.0,2.0,9.0,8.0,2.0,2.0,7.0,8.0,10.0,7.0,10.0,4.0,6.0,8.0,1.0,4.0,7.0,8.0,6.0,9.0,6.0,10.0,8.0,3.0,9.0,8.0,0.0,4.0,10.0,7.0,2.0,9.0,4.0,9.0,7.0,5.0,2.0,3.0,9.0,6.0,8.0,5.0
genome63,E,1.0,1.0,4.0,2.0,10.0,0.0,5.0,0.0,6.0,10.0,8.0,4.0,4.0,10.0,0.0,2.0,0.0,2.0,0.0,10.0,0.0,10.0,4.0,5.0,8.0,6.0,2.0,9.0,8.0,2.0,10.0,7.0,1.0,9.0,4.0,1.0,10.0,7.0,1.0,1.0,7.0,8.0,7.0,4.0,0.0,2.0,8.0,0.0,4.0,2.0,10.0,2.0,6.0,6.0,1.0,3.0,6.0,1.0,7.0,5.0,8.0,6.0,7.0,9.0,7.0,6.0,9.0,1.0,7.0,5.0,3.0,8.0,9.0,10.0,8.0,1.0,0.0,2.0,3.0,0.0,7.0,8.0,5.0,6.0,5.0,3.0,9.0,4.0,8.0,7.0,0.0,8.0,4.0,3.0,6.0,10.0,3.0,5.0,7.0,8.0,5.0,5.0,8.0,7.0,3.0,1.0,6.0,8.0,6.0,7.0,4.0,4.0,10.0,5.0,8.0,1.0,8.0,8.0,8.0,1.0,8.0,3.0,0.0,6.0,8.0,3.0,5.0,1.0,7.0,2.0,8.0,6.0,7.0,4.0,8.0,9.0,10.0,3.0,7.0,8.0,8.0,6.0,9.0,5.0,7.0,8.0,0.0,7.0,0.0,9.0,10.0,7.0,4.0,3.0,3.0,1.0,8.0,0.0,0.0,1.0,7.0,8.0,7.0,9.0,0.0,6.0,7.0,9.0,4.0,10.0,7.0,6.0,3.0,3.0,9.0,8.0,6.0,2.0,2.0,0.0,2.0,5.0,2.0,7.0,0.0,9.0,1.0,3.0,7.0,5.0,1.0,8.0,0.0,0.0,2.0,5.0,6.0,6.0,0.0,3.0,1.0,3.0,10.0,10.0,8.0,0.0,9.0,0.0,5.0,5.0,7.0,6.0,0.0,10.0,0.0,2.0,5.0,5.0,7.0,10.0,5.0,1.0,3.0,7.0,4.0,9.0,3.0,0.0,9.0,5.0,4.0,8.0,10.0,10.0,6.0,4.0,3.0,8.0,0.0,0.0,7.0,3.0,9.0,0.0,6.0,3.0,1.0,2.0,5.0,5.0,6.0,10.0,2.0,0.0,10.0,8.0,6.0,10.0,3.0,9.0,10.0,9.0,5.0,8.0,7.0,9.0,5.0,8.0,0.0,1.0,0.0,6.0,3.0,5.0,6.0,8.0,8.0,9.0,4.0,4.0,9.0,2.0,2.0,0.0,8.0,7.0,10.0,0.0,9.0,9.0,1.0,1.0,6.0,9.0,3.0,2.0,3.0,8.0,5.0
genome64,E,7.0,6.0,2.0,2.0,2.0,0.0,6.0,7.0,3.0,8.0,2.0,2.0,10.0,10.0,8.0,4.0,0.0,10.0,1.0,5.0,2.0,7.0,2.0,10.0,7.0,6.0,6.0,0.0,10.0,4.0,1.0,5.0,4.0,4.0,6.0,0.0,8.0,2.0,4.0,0.0,1.0,3.0,10.0,5.0,0.0,10.0,8.0,1.0,1.0,1.0,9.0,0.0,1.0,4.0,6.0,10.0,5.0,7.0,3.0,9.0,10.0,0.0,2.0,4.0,6.0,0.0,0.0,4.0,4.0,6.0,8.0,8.0,8.0,9.0,10.0,5.0,1.0,3.0,7.0,10.0,8.0,9.0,5.0,5.0,3.0,10.0,6.0,9.0,6.0,5.0,8.0,1.0,2.0,1.0,8.0,5.0,4.0,2.0,8.0,4.0,1.0,10.0,5.0,5.0,6.0,5.0,0.0,5.0,2.0,10.0,0.0,9.0,0.0,10.0,7.0,2.0,2.0,3.0,0.0,3.0,0.0,2.0,10.0,2.0,8.0,8.0,6.0,2.0,5.0,9.0,4.0,10.0,2.0,7.0,1.0,5.0,1.0,9.0,7.0,4.0,4.0,9.0,3.0,1.0,3.0,5.0,4.0,2.0,10.0,0.0,8.0,7.0,2.0,4.0,2.0,3.0,3.0,10.0,2.0,7.0,8.0,9.0,7.0,8.0,4.0,5.0,0.0,9.0,9.0,0.0,6.0,9.0,9.0,10.0,0.0,2.0,6.0,6.0,8.0,8.0,0.0,9.0,8.0,4.0,10.0,2.0,0.0,8.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,4.0,9.0,6.0,7.0,0.0,3.0,2.0,7.0,7.0,10.0,7.0,0.0,7.0,1.0,0.0,9.0,9.0,10.0,1.0,3.0,10.0,7.0,0.0,6.0,3.0,8.0,1.0,6.0,1.0,2.0,9.0,7.0,3.0,4.0,10.0,9.0,5.0,2.0,7.0,6.0,8.0,4.0,9.0,9.0,6.0,0.0,10.0,3.0,10.0,10.0,9.0,9.0,4.0,4.0,8.0,4.0,8.0,5.0,5.0,10.0,4.0,4.0,9.0,2.0,3.0,7.0,9.0,6.0,8.0,2.0,0.0,1.0,1.0,10.0,4.0,10.0,10.0,5.0,6.0,10.0,2.0,3.0,0.0,5.0,2.0,0.0,2.0,6.0,1.0,4.0,6.0,4.0,10.0,3.0,4.0,1.0,2.0,4.0,2.0,0.0,4.0,6.0,6.0,1.0
genome65,A,4.0,8.0,0.0,0.0,10.0,1.0,5.0,7.0,1.0,1.0,0.0,9.0,1.0,1.0,9.0,5.0,7.0,8.0,7.0,0.0,3.0,3.0,10.0,6.0,2.0,10.0,0.0,9.0,10.0,2.0,3.0,5.0,3.0,1.0,6.0,9.0,8.0,1.0,1.0,0.0,9.0,10.0,1.0,6.0,2.0,0.0,0.0,10.0,1.0,5.0,5.0,10.0,7.0,9.0,6.0,5.0,10.0,4.0,0.0,0.0,1.0,10.0,4.0,3.0,7.0,6.0,5.0,4.0,7.0,10.0,6.0,9.0,9.0,8.0,6.0,3.0,7.0,8.0,2.0,4.0,9.0,9.0,7.0,4.0,9.0,1.0,8.0,5.0,9.0,9.0,7.0,7.0,7.0,0.0,8.0,0.0,1.0,5.0,3.0,2.0,7.0,0.0,4.0,3.0,9.0,7.0,4.0,4.0,9.0,7.0,10.0,4.0,7.0,10.0,10.0,9.0,5.0,5.0,5.0,3.0,6.0,1.0,5.0,4.0,8.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,5.0,4.0,2.0,2.0,1.0,1.0,4.0,5.0,3.0,4.0,5.0,10.0,3.0,0.0,4.0,4.0,2.0,1.0,8.0,2.0,1.0,0.0,6.0,1.0,10.0,5.0,8.0,4.0,6.0,8.0,3.0,9.0,5.0,5.0,5.0,0.0,0.0,1.0,9.0,9.0,6.0,0.0,6.0,5.0,3.0,3.0,6.0,10.0,3.0,7.0,6.0,6.0,6.0,4.0,3.0,4.0,0.0,8.0,2.0,10.0,0.0,6.0,0.0,2.0,5.0,6.0,1.0,5.0,4.0,0.0,6.0,5.0,1.0,10.0,10.0,8.0,6.0,5.0,7.0,6.0,3.0,6.0,9.0,3.0,3.0,10.0,7.0,2.0,3.0,5.0,1.0,0.0,4.0,6.0,0.0,8.0,7.0,1.0,1.0,2.0,6.0,5.0,4.0,5.0,7.0,10.0,5.0,9.0,4.0,2.0,2.0,7.0,1.0,9.0,4.0,1.0,6.0,5.0,5.0,10.0,7.0,1.0,9.0,4.0,7.0,10.0,9.0,10.0,8.0,0.0,5.0,3.0,7.0,3.0,10.0,7.0,8.0,7.0,8.0,4.0,9.0,4.0,1.0,1.0,1.0,5.0,4.0,3.0,9.0,6.0,0.0,0.0,7.0,6.0,4.0,0.0,2.0,9.0,10.0,1.0,6.0,0.0,2.0,2.0,5.0,4.0,7.0
genome66,C,4.0,9.0,1.0,0.0,6.0,9.0,1.0,4.0,1.0,5.0,8.0,0.0,0.0,3.0,2.0,4.0,10.0,2.0,7.0,10.0,8.0,8.0,4.0,7.0,9.0,1.0,10.0,9.0,7.0,5.0,4.0,8.0,5.0,0.0,7.0,10.0,0.0,5.0,2.0,7.0,6.0,5.0,6.0,8.0,7.0,1.0,2.0,6.0,1.0,1.0,2.0,10.0,7.0,10.0,1.0,8.0,9.0,0.0,7.0,4.0,3.0,7.0,2.0,2.0,9.0,1.0,0.0,8.0,10.0,10.0,9.0,8.0,2.0,6.0,2.0,9.0,10.0,3.0,0.0,9.0,4.0,4.0,7.0,4.0,8.0,7.0,5.0,8.0,7.0,4.0,2.0,8.0,5.0,7.0,0.0,3.0,3.0,0.0,7.0,2.0,3.0,4.0,1.0,3.0,6.0,10.0,9.0,8.0,5.0,9.0,7.0,8.0,4.0,6.0,3.0,1.0,2.0,5.0,3.0,3.0,9.0,6.0,9.0,0.0,3.0,1.0,1.0,8.0,0.0,6.0,0.0,2.0,7.0,0.0,5.0,2.0,3.0,0.0,1.0,7.0,5.0,0.0,1.0,8.0,10.0,8.0,5.0,2.0,6.0,4.0,7.0,3.0,2.0,1.0,1.0,4.0,7.0,1.0,2.0,8.0,9.0,1.0,5.0,3.0,6.0,8.0,3.0,9.0,0.0,2.0,10.0,3.0,3.0,10.0,8.0,6.0,7.0,5.0,3.0,5.0,5.0,1.0,6.0,10.0,10.0,9.0,9.0,10.0,4.0,4.0,1.0,0.0,4.0,2.0,3.0,2.0,3.0,4.0,8.0,8.0,0.0,8.0,0.0,1.0,0.0,10.0,5.0,5.0,2.0,5.0,9.0,0.0,8.0,8.0,1.0,3.0,0.0,2.0,9.0,3.0,5.0,9.0,1.0,5.0,2.0,2.0,3.0,8.0,9.0,6.0,8.0,6.0,5.0,9.0,10.0,10.0,3.0,10.0,5.0,5.0,0.0,9.0,2.0,0.0,0.0,2.0,0.0,6.0,7.0,0.0,7.0,0.0,5.0,2.0,3.0,7.0,4.0,10.0,1.0,6.0,8.0,0.0,8.0,2.0,0.0,0.0,10.0,2.0,8.0,9.0,8.0,4.0,4.0,5.0,5.0,1.0,4.0,2.0,4.0,10.0,10.0,8.0,10.0,2.0,10.0,2.0,10.0,8.0,3.0,3.0,2.0,6.0,8.0,7.0,6.0,1.0,2.0,10.0,9.0
genome67,F,9.0,2.0,1.0,10.0,7.0,1.0,7.0,10.0,5.0,6.0,1.0,10.0,10.0,0.0,10.0,2.0,7.0,6.0,7.0,4.0,3.0,10.0,8.0,1.0,9.0,1.0,0.0,7.0,3.0,0.0,8.0,1.0,8.0,8.0,4.0,0.0,1.0,5.0,2.0,3.0,3.0,2.0,9.0,3.0,8.0,1.0,2.0,6.0,4.0,6.0,2.0,7.0,2.0,10.0,6.0,1.0,5.0,4.0,2.0,6.0,5.0,5.0,0.0,2.0,4.0,4.0,9.0,8.0,10.0,0.0,5.0,1.0,2.0,0.0,10.0,0.0,1.0,0.0,6.0,0.0,8.0,10.0,1.0,3.0,4.0,3.0,8.0,0.0,0.0,5.0,5.0,4.0,10.0,9.0,7.0,2.0,3.0,4.0,4.0,0.0,7.0,0.0,3.0,8.0,6.0,7.0,3.0,0.0,4.0,5.0,4.0,4.0,1.0,7.0,0.0,2.0,8.0,2.0,5.0,4.0,7.0,8.0,7.0,6.0,6.0,9.0,3.0,2.0,10.0,4.0,7.0,4.0,1.0,1.0,1.0,5.0,9.0,8.0,2.0,10.0,8.0,2.0,7.0,9.0,0.0,2.0,7.0,0.0,2.0,3.0,1.0,8.0,9.0,8.0,10.0,0.0,4.0,1.0,7.0,0.0,4.0,0.0,7.0,10.0,0.0,3.0,1.0,2.0,2.0,7.0,3.0,1.0,1.0,10.0,5.0,3.0,1.0,8.0,7.0,8.0,9.0,4.0,4.0,5.0,9.0,7.0,10.0,0.0,4.0,8.0,1.0,10.0,0.0,6.0,5.0,6.0,0.0,3.0,7.0,7.0,1.0,7.0,8.0,10.0,9.0,8.0,2.0,1.0,2.0,10.0,0.0,3.0,6.0,10.0,1.0,8.0,6.0,2.0,3.0,6.0,1.0,0.0,1.0,7.0,0.0,6.0,0.0,0.0,2.0,4.0,7.0,5.0,6.0,4.0,5.0,10.0,9.0,5.0,4.0,3.0,6.0,4.0,7.0,4.0,3.0,9.0,0.0,8.0,5.0,7.0,7.0,4.0,0.0,9.0,1.0,2.0,4.0,2.0,1.0,2.0,10.0,1.0,10.0,9.0,4.0,5.0,6.0,5.0,3.0,9.0,6.0,10.0,8.0,8.0,8.0,4.0,3.0,8.0,6.0,10.0,4.0,10.0,5.0,8.0,7.0,1.0,1.0,10.0,0.0,10.0,8.0,4.0,10.0,6.0,2.0,8.0,2.0,6.0,2.0
genome68,F,6.0,8.0,9.0,10.0,5.0,5.0,9.0,9.0,1.0,6.0,0.0,8.0,7.0,8.0,10.0,4.0,9.0,8.0,4.0,4.0,8.0,2.0,0.0,9.0,7.0,0.0,3.0,10.0,4.0,2.0,7.0,1.0,3.0,8.0,2.0,3.0,7.0,9.0,0.0,9.0,7.0,1.0,8.0,2.0,0.0,7.0,10.0,8.0,10.0,4.0,6.0,0.0,8.0,2.0,9.0,2.0,3.0,10.0,0.0,5.0,1.0,5.0,2.0,5.0,4.0,6.0,6.0,2.0,9.0,6.0,8.0,10.0,5.0,1.0,7.0,1.0,10.0,1.0,10.0,8.0,10.0,8.0,5.0,5.0,8.0,4.0,1.0,6.0,8.0,10.0,3.0,1.0,8.0,0.0,8.0,8.0,4.0,0.0,9.0,10.0,4.0,0.0,6.0,8.0,8.0,3.0,5.0,9.0,3.0,7.0,1.0,1.0,4.0,1.0,10.0,10.0,3.0,2.0,10.0,3.0,2.0,5.0,7.0,5.0,0.0,7.0,1.0,1.0,3.0,5.0,8.0,3.0,7.0,1.0,4.0,7.0,8.0,1.0,0.0,9.0,8.0,9.0,4.0,10.0,3.0,4.0,9.0,5.0,3.0,9.0,8.0,2.0,9.0,3.0,6.0,2.0,0.0,5.0,5.0,4.0,3.0,5.0,5.0,1.0,7.0,3.0,6.0,10.0,8.0,10.0,6.0,6.0,5.0,6.0,6.0,5.0,1.0,2.0,7.0,3.0,3.0,8.0,10.0,0.0,9.0,2.0,1.0,2.0,5.0,1.0,6.0,1.0,7.0,8.0,0.0,6.0,0.0,3.0,5.0,3.0,7.0,4.0,5.0,8.0,1.0,9.0,0.0,0.0,9.0,3.0,7.0,2.0,5.0,9.0,5.0,1.0,9.0,1.0,1.0,9.0,8.0,4.0,0.0,5.0,4.0,4.0,7.0,0.0,2.0,5.0,0.0,4.0,9.0,1.0,2.0,5.0,6.0,8.0,0.0,1.0,2.0,7.0,3.0,5.0,2.0,8.0,10.0,8.0,9.0,4.0,2.0,9.0,10.0,5.0,10.0,5.0,2.0,4.0,7.0,3.0,1.0,6.0,0.0,9.0,1.0,7.0,7.0,2.0,6.0,9.0,3.0,4.0,2.0,2.0,10.0,1.0,9.0,1.0,8.0,4.0,7.0,6.0,3.0,3.0,6.0,4.0,6.0,9.0,5.0,7.0,0.0,10.0,10.0,2.0,6.0,0.0,10.0,3.0,1.0
genome69,B,3.0,7.0,8.0,7.0,4.0,10.0,8.0,4.0,3.0,7.0,4.0,5.0,9.0,8.0,6.0,0.0,9.0,1.0,6.0,10.0,0.0,6.0,10.0,8.0,2.0,10.0,4.0,2.0,3.0,7.0,2.0,8.0,0.0,3.0,8.0,4.0,10.0,8.0,2.0,1.0,10.0,7.0,5.0,1.0,3.0,10.0,3.0,4.0,4.0,9.0,6.0,7.0,3.0,6.0,8.0,2.0,4.0,1.0,9.0,7.0,5.0,4.0,10.0,4.0,2.0,9.0,5.0,0.0,7.0,2.0,1.0,4.0,4.0,5.0,1.0,7.0,7.0,9.0,4.0,4.0,5.0,10.0,0.0,4.0,5.0,5.0,6.0,3.0,7.0,0.0,5.0,6.0,8.0,7.0,8.0,1.0,9.0,6.0,6.0,7.0,9.0,5.0,5.0,1.0,8.0,6.0,10.0,6.0,5.0,0.0,3.0,5.0,2.0,1.0,6.0,3.0,9.0,1.0,8.0,1.0,9.0,3.0,2.0,7.0,10.0,6.0,3.0,6.0,1.0,5.0,3.0,4.0,9.0,7.0,7.0,5.0,2.0,0.0,1.0,1.0,7.0,3.0,7.0,8.0,2.0,2.0,6.0,5.0,8.0,9.0,3.0,5.0,4.0,5.0,5.0,9.0,4.0,1.0,8.0,3.0,4.0,9.0,3.0,0.0,2.0,7.0,4.0,7.0,5.0,8.0,0.0,7.0,2.0,0.0,3.0,5.0,5.0,0.0,2.0,0.0,7.0,8.0,7.0,9.0,4.0,5.0,6.0,2.0,2.0,9.0,9.0,2.0,1.0,0.0,1.0,3.0,10.0,7.0,3.0,4.0,8.0,7.0,8.0,6.0,5.0,2.0,6.0,1.0,5.0,6.0,5.0,2.0,10.0,5.0,9.0,3.0,10.0,10.0,4.0,2.0,6.0,7.0,7.0,7.0,8.0,0.0,10.0,2.0,4.0,4.0,10.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,7.0,5.0,4.0,4.0,7.0,8.0,9.0,5.0,3.0,3.0,5.0,8.0,2.0,8.0,4.0,10.0,5.0,1.0,2.0,6.0,6.0,4.0,10.0,8.0,9.0,3.0,3.0,4.0,5.0,1.0,4.0,5.0,6.0,9.0,4.0,1.0,0.0,7.0,5.0,10.0,0.0,3.0,9.0,5.0,0.0,4.0,2.0,6.0,0.0,7.0,3.0,8.0,6.0,10.0,9.0,9.0,4.0,2.0,5.0,9.0,2.0
genome70,E,10.0,5.0,2.0,6.0,7.0,0.0,1.0,4.0,0.0,5.0,10.0,6.0,7.0,9.0,3.0,6.0,2.0,3.0,10.0,1.0,3.0,8.0,1.0,7.0,4.0,0.0,3.0,6.0,0.0,10.0,9.0,3.0,6.0,6.0,2.0,2.0,5.0,7.0,6.0,6.0,9.0,6.0,7.0,7.0,6.0,6.0,8.0,6.0,5.0,3.0,7.0,1.0,3.0,6.0,0.0,6.0,5.0,0.0,2.0,4.0,3.0,1.0,7.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,8.0,6.0,2.0,6.0,2.0,9.0,0.0,5.0,10.0,8.0,1.0,2.0,10.0,2.0,1.0,6.0,3.0,2.0,5.0,8.0,4.0,3.0,4.0,5.0,6.0,6.0,10.0,8.0,7.0,0.0,10.0,9.0,5.0,10.0,4.0,8.0,8.0,5.0,4.0,3.0,9.0,2.0,4.0,1.0,3.0,9.0,4.0,2.0,8.0,1.0,6.0,3.0,4.0,10.0,7.0,7.0,10.0,9.0,4.0,1.0,8.0,8.0,0.0,6.0,4.0,8.0,10.0,7.0,9.0,1.0,4.0,9.0,6.0,8.0,10.0,7.0,5.0,8.0,7.0,3.0,7.0,3.0,7.0,8.0,8.0,8.0,5.0,1.0,5.0,7.0,2.0,6.0,2.0,4.0,9.0,3.0,7.0,10.0,3.0,5.0,4.0,8.0,5.0,3.0,8.0,0.0,6.0,4.0,4.0,6.0,5.0,8.0,0.0,4.0,5.0,2.0,8.0,5.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,8.0,0.0,2.0,9.0,1.0,9.0,6.0,6.0,5.0,6.0,6.0,10.0,9.0,3.0,9.0,5.0,10.0,7.0,2.0,4.0,5.0,5.0,3.0,8.0,6.0,8.0,6.0,8.0,1.0,9.0,4.0,6.0,1.0,8.0,6.0,9.0,9.0,7.0,7.0,9.0,8.0,8.0,10.0,9.0,0.0,2.0,3.0,6.0,9.0,8.0,6.0,2.0,3.0,10.0,3.0,3.0,5.0,6.0,8.0,2.0,1.0,9.0,9.0,7.0,3.0,8.0,6.0,4.0,4.0,10.0,1.0,9.0,7.0,9.0,1.0,1.0,4.0,10.0,0.0,2.0,5.0,10.0,7.0,10.0,7.0,1.0,0.0,6.0,1.0,7.0,6.0,3.0,0.0,8.0,5.0,6.0,8.0,4.0,7.0,9.0,7.0,10.0,2.0,4.0
